line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
850,I dont get you.,15,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.40322522929861987,1
851,Its the truth!,14,3,positive,0.3802,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6247449290419443,0
852,You cant have Fio!,18,4,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6892869143502337,3
853,Thats Gina!,11,2,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6877696721427117,2
854,Theres trouble!,15,2,negative,-0.4574,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.4231049566366524,1
855,First one to stand wins!,24,5,positive,0.6114,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.5740128998735538,3
856,Coming through!,15,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6249368161780912,0
857,"Gina, stop!",11,2,negative,-0.3595,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.4155190647574276,1
858,"Marco, can you hear me?",23,5,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.687784017614997,0
859,Are you going to break,22,5,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.42761436538449343,4
860,Porco!,6,1,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249753081213054,2
861,- Porco!,8,1,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249753081213054,2
862,It was nothing.,15,3,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
863,"Okay, the partys over.",22,4,positive,0.2263,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6248674600862858,3
864,"Get out of here, everyone.",26,5,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6855753540895938,3
865,Come to the club. Drinks are on the house!,42,9,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6249684300486482,3
866,Were out of here!,17,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
867,Its over.,9,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
868,Boss! Hurry!,12,2,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.39657580922981006,1
869,There are formalities to observe!,33,5,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6889470440127838,5
870,"I hate the pig, but I like you.",31,8,positive,0.2263,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.44534453494880194,1
871,Bye!,4,1,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6246924908351249,2
872,Thanks. Take a bath sometime!,29,5,positive,0.4926,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.416482760945436,6
873,"Thanks, Mr. Curtis!",19,3,positive,0.4926,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6879646733829798,3
874,Next time it wont be a bet.,27,7,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.573428946899584,0
875,Sure. But Ive made up my mind.,30,7,positive,0.1655,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.4183290948471158,4
876,You ride in Ginas plane.,24,5,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.7200546306909575,2
878,I ride in your plane!,21,5,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6880063581454059,2
879,"Gina, take this girl",20,4,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.5053510143030215,6
880,You always do this. Its not fair.,33,7,negative,-0.2411,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6248945540089883,3
881,Sorry. Off you go.,18,4,negative,-0.0772,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
882,Take her up.,12,3,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6249460991159745,2
883,Here comes the cavalry.,23,4,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6248560943693614,2
884,Help me draw them away.,23,5,positive,0.4019,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6890821029171217,3
885,"Hey, your face! Wait!",21,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.420547047475057,4
886,Show me your face!,18,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.39829460332217104,4
887,- Your planes over there!,25,4,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6248658383977106,2
888,"I never saw Porco again,",24,5,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.3337453770763843,4
889,even after the Air Force gave up...,35,7,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.7240809140133939,3
890,and I went back to Milan.,25,6,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.5447621904987525,5
891,But Gina and I became good friends.,35,7,positive,0.8402,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.5437904165072904,2
892,"And we still are, throughout the war",36,7,negative,-0.5994,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.673771575138212,5
893,and all the turmoil.,20,4,negative,-0.3612,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
894,"Now I run Piccolo Co.,",22,5,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6245684182342655,5
895,but I still spend my summers,28,6,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6199693865283746,2
896,"Gina is more beautiful every year,",34,6,positive,0.6361,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.5347661441913556,1
897,"Oh, yes. Mr. Curtis isnt President yet,",39,7,positive,0.4019,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.5140284604524893,0
898,to tell us how he misses the good old days,42,10,positive,0.25,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.748179153276896,5
899,And did Gina win her bet?,25,6,positive,0.5859,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.7241649819622382,2
900,THE END,7,2,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.6249880472853535,5
