line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
381,No! I wouldnt do that!,22,5,negative,-0.4184,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
382,You let them pay you of f...,28,7,negative,-0.1027,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6662858929471022,3
383,Sheeta told me to. .,20,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.4898676272441264,1
384,So...,5,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
385,So you gave in and crawled home.,32,7,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6657542149249133,2
386,You call yourself a man!,24,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7223586660629652,0
387,"You talk big,",13,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.665152353379531,3
388,"But of course, were pirates.",28,5,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.4433808515216273,5
389,Theyre the strange ones.,24,4,negative,-0.2023,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7545687717101175,2
390,You think shell get out alive?,30,6,positive,0.3818,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7653383127398291,3
391,Sheeta told you to leave?,25,5,negative,-0.0516,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6011465050778181,2
392,"They threatened her,",20,3,negative,-0.4588,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
393,"How do you know, mama?",22,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.4372555461700762,5
394,50 years of being a woman.,26,6,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6746466991987734,3
395,She steels her heart,20,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
396,Reminds me of my youth .,24,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
397,"You boys want to marry,",23,5,positive,0.0772,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7219587444104371,0
398,So... that girl...,18,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6661909366144442,3
399,Dont even bother switching codes...,35,5,positive,0.2584,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7218663333585541,0
400,Calling the battle cruiser...?,30,4,negative,-0.3818,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6401751060627813,3
401,Theyll pack her up and take off.,32,7,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662775475751994,0
402,Dinners over. Move out.,23,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662253928204493,0
403,"Yes, mama.",10,2,positive,0.4019,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7231746097274915,3
404,Going a fter Sheeta?,20,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.5889752183413932,0
405,"I want the crystal, not the girl.",33,7,positive,0.0772,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.5417050940856191,5
406,The stones no good,18,4,positive,0.1779,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.446980495231127,5
407,"Cant I go with you, Maam?",25,6,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7234199940002749,3
408,I have to help Sheeta!,22,5,positive,0.4574,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.4783563716964687,1
409,Not so fast. Do it on,21,6,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.665204449551035,0
410,"Youre right, if I was clever",28,6,positive,0.4588,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.722988086656792,3
411,"Please, I dont care about treasure.",35,6,negative,-0.2996,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7541075435959286,0
412,Listen to him .,15,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.66617009521217,2
413,Shut up!,8,2,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6655321355020898,2
414,But you could probably,22,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6658398837651561,0
415,Leave all this behind?,22,4,negative,-0.0516,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.7227020778058424,2
416,I know,6,2,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6663382803143626,0
417,You sure?,9,2,positive,0.3182,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6660131444752091,0
418,Yup!,4,1,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
419,Youve got 40 seconds.,21,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7542284920621031,0
420,Be well.,8,2,positive,0.2732,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
421,Tie this to your belt.,22,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6652886088438901,0
